;1-minute;averaged;Real-time;Interplanetary;Magnetic;Field;Values;

; ; ; ;Modified;Seconds
UT Date; ; ;Time;Julian;of the;-----------------------;GSM;Coordinates;----------------------
YR;MO;DA;HHMM;Day;Day;S;Bx;By;Bz;Bt;Lat,;Long,
#--------------------------------------------------------------------------------------------

2014;09;10;0000;56910;0;2;3,2;-1,4;3,6;5,0;45,8;336,0
2014;09;10;0001;56910;60;2;2,5;-1,8;4,0;5,1;52,3;324,4
2014;09;10;0002;56910;120;2;2,4;-1,8;4,2;5,1;54,0;322,9
2014;09;10;0003;56910;180;2;2,7;-1,3;3,9;4,9;52,4;334,3
2014;09;10;0004;56910;240;2;2,3;-2,2;3,9;5,1;50,6;315,7
2014;09;10;0005;56910;300;2;2,1;-2,4;3,8;5,0;50,1;311,6
2014;09;10;0006;56910;360;2;2,9;-2,1;3,6;5,1;45,5;323,9
2014;09;10;0007;56910;420;2;3,1;-1,7;3,6;5,1;46,0;330,5
2014;09;10;0008;56910;480;2;2,8;-1,2;3,8;4,9;51,7;336,6
2014;09;10;0009;56910;540;2;2,1;-1,3;4,3;4,9;59,7;328,7
2014;09;10;0010;56910;600;2;2,3;-1,9;4,1;5,1;53,8;321,7
2014;09;10;0011;56910;660;2;2,3;-2,1;4,1;5,1;52,7;317,2
2014;09;10;0012;56910;720;2;2,2;-1,9;4,2;5,1;55,6;318,7
2014;09;10;0013;56910;780;2;2,2;-2,0;4,1;5,1;54,3;318,5
2014;09;10;0014;56910;840;2;1,8;-2,3;4,2;5,1;55,3;307,2
2014;09;10;0015;56910;900;2;1,4;-2,4;4,3;5,1;57,3;300,5
2014;09;10;0016;56910;960;2;0,9;-2,8;4,4;5,3;56,0;287,9
2014;09;10;0017;56910;1020;2;1,0;-2,9;4,3;5,3;54,7;288,8
2014;09;10;0018;56910;1080;2;0,6;-3,0;4,4;5,4;55,0;280,8
2014;09;10;0019;56910;1140;2;-0,2;-3,5;4,1;5,4;50,0;266,6
2014;09;10;0020;56910;1200;2;0,2;-3,6;4,0;5,4;48,7;272,6
2014;09;10;0021;56910;1260;2;0,1;-3,8;3,9;5,5;45,7;270,9
2014;09;10;0022;56910;1320;2;0,8;-3,5;3,9;5,3;47,1;282,4
2014;09;10;0023;56910;1380;2;0,5;-3,9;3,6;5,3;41,9;277,8
2014;09;10;0024;56910;1440;2;1,3;-3,6;3,5;5,2;42,5;290,2
2014;09;10;0025;56910;1500;2;3,0;-0,9;3,2;4,4;45,4;342,7
2014;09;10;0026;56910;1560;2;4,0;0,4;3,0;5,0;36,6;5,3
2014;09;10;0027;56910;1620;2;4,0;0,6;3,0;5,0;35,9;7,8
2014;09;10;0028;56910;1680;2;3,8;0,5;3,2;5,0;39,2;7,2
2014;09;10;0029;56910;1740;2;3,6;0,1;3,5;5,0;44,2;1,1
2014;09;10;0030;56910;1800;2;3,5;0,1;3,6;5,0;45,8;1,0
2014;09;10;0031;56910;1860;2;3,3;1,0;3,6;5,0;46,2;16,8
2014;09;10;0032;56910;1920;2;3,3;0,3;3,7;5,0;48,1;5,8
2014;09;10;0033;56910;1980;2;3,1;-0,8;3,8;5,0;49,8;345,4
2014;09;10;0034;56910;2040;2;2,9;-0,5;4,0;5,0;53,3;350,2
2014;09;10;0035;56910;2100;2;2,3;-1,8;3,0;4,2;45,3;321,8
2014;09;10;0036;56910;2160;2;1,4;-3,6;3,1;5,0;38,3;291,3
2014;09;10;0037;56910;2220;2;1,5;-3,3;3,5;5,1;43,4;294,7
2014;09;10;0038;56910;2280;2;1,0;-3,2;3,8;5,1;47,9;287,2
2014;09;10;0039;56910;2340;2;1,0;-3,3;3,7;5,1;47,6;287,2
2014;09;10;0040;56910;2400;2;2,6;-2,5;3,4;4,9;43,3;316,3
2014;09;10;0041;56910;2460;2;3,0;-1,3;3,6;4,9;48,1;335,9
2014;09;10;0042;56910;2520;2;2,7;-1,1;4,1;5,0;55,0;337,9
2014;09;10;0043;56910;2580;2;2,5;-0,7;4,4;5,1;59,6;344,4
2014;09;10;0044;56910;2640;2;2,8;-0,9;4,2;5,1;54,6;342,5
2014;09;10;0045;56910;2700;2;2,7;-1,4;4,2;5,2;53,6;332,5
2014;09;10;0046;56910;2760;2;2,9;-1,7;3,8;5,1;48,5;329,3
2014;09;10;0047;56910;2820;2;2,7;-1,4;4,0;5,0;53,4;332,4
2014;09;10;0048;56910;2880;2;2,5;-2,0;3,8;5,0;50,6;321,5
2014;09;10;0049;56910;2940;2;2,5;-1,9;3,9;5,0;51,0;323,0
2014;09;10;0050;56910;3000;2;2,7;-1,7;4,0;5,1;51,3;327,7
2014;09;10;0051;56910;3060;2;2,0;-2,8;3,5;4,9;45,0;305,4
2014;09;10;0052;56910;3120;2;1,1;-3,3;3,6;5,0;45,5;288,4
2014;09;10;0053;56910;3180;2;1,7;-2,4;4,3;5,2;55,3;306,0
2014;09;10;0054;56910;3240;2;2,1;-2,8;3,8;5,2;47,4;307,4
2014;09;10;0055;56910;3300;2;1,8;-2,8;4,1;5,3;51,1;302,1
2014;09;10;0056;56910;3360;2;1,2;-3,4;3,9;5,3;47,7;290,1
2014;09;10;0057;56910;3420;2;1,6;-3,5;3,6;5,3;42,8;295,1
2014;09;10;0058;56910;3480;2;1,8;-3,0;3,9;5,2;47,7;300,6
2014;09;10;0059;56910;3540;2;2,1;-3,2;3,4;5,1;41,0;303,5
2014;09;10;0100;56910;3600;2;2,1;-4,1;2,3;5,1;26,7;297,2
2014;09;10;0101;56910;3660;2;1,8;-4,0;2,4;5,0;28,3;294,4
2014;09;10;0102;56910;3720;2;1,8;-3,8;3,0;5,2;35,2;294,9
2014;09;10;0103;56910;3780;2;1,9;-3,9;2,7;5,1;32,0;296,3
2014;09;10;0104;56910;3840;2;1,9;-3,1;3,7;5,2;45,4;301,7
2014;09;10;0105;56910;3900;2;1,7;-2,3;4,5;5,3;57,8;307,0
2014;09;10;0106;56910;3960;2;1,7;-2,9;4,0;5,3;49,3;300,7
2014;09;10;0107;56910;4020;2;2,0;-2,8;4,0;5,3;49,4;306,2
2014;09;10;0108;56910;4080;2;2,3;-3,6;2,8;5,1;33,1;303,1
2014;09;10;0109;56910;4140;2;1,9;-3,8;3,0;5,2;35,5;297,1
2014;09;10;0110;56910;4200;2;2,5;-4,0;1,9;5,1;22,5;301,6
2014;09;10;0111;56910;4260;2;2,0;-2,8;3,8;5,2;47,8;306,2
2014;09;10;0112;56910;4320;2;1,8;-3,1;3,9;5,3;47,4;300,0
2014;09;10;0113;56910;4380;2;1,7;-3,1;3,8;5,2;47,2;299,4
2014;09;10;0114;56910;4440;2;2,2;-3,9;2,8;5,2;32,1;299,3
2014;09;10;0115;56910;4500;2;2,2;-4,2;2,1;5,2;24,0;297,9
2014;09;10;0116;56910;4560;2;2,2;-4,3;1,8;5,1;19,9;297,4
2014;09;10;0117;56910;4620;2;2,5;-3,8;2,2;5,1;25,9;302,8
2014;09;10;0118;56910;4680;2;2,2;-4,2;2,0;5,2;23,1;297,8
2014;09;10;0119;56910;4740;2;2,6;-3,1;2,9;5,0;35,6;310,6
2014;09;10;0120;56910;4800;2;3,3;-3,0;1,2;4,6;15,4;317,6
2014;09;10;0121;56910;4860;2;2,3;-3,0;2,7;4,6;35,3;307,5
2014;09;10;0122;56910;4920;2;2,4;-1,2;4,4;5,1;58,4;333,7
2014;09;10;0123;56910;4980;2;2,6;0,9;4,1;5,0;56,5;18,6
2014;09;10;0124;56910;5040;2;2,7;0,6;4,3;5,1;57,6;13,6
2014;09;10;0125;56910;5100;2;2,5;-0,0;4,5;5,1;60,5;359,8
2014;09;10;0126;56910;5160;2;2,9;-1,0;3,6;4,8;49,4;341,4
2014;09;10;0127;56910;5220;2;3,2;-2,7;2,8;5,0;34,0;319,5
2014;09;10;0128;56910;5280;2;3,3;-2,3;3,1;5,1;37,8;324,9
2014;09;10;0129;56910;5340;2;3,3;-1,4;3,2;4,8;41,8;337,3
2014;09;10;0130;56910;5400;2;3,3;-0,3;3,9;5,1;49,1;354,8
2014;09;10;0131;56910;5460;2;3,8;-0,9;3,3;5,1;39,8;346,4
2014;09;10;0132;56910;5520;2;3,6;-1,2;3,4;5,1;41,7;342,0
2014;09;10;0133;56910;5580;2;3,0;-0,7;4,1;5,1;53,0;346,6
2014;09;10;0134;56910;5640;2;3,1;-0,5;3,9;5,0;51,4;351,1
2014;09;10;0135;56910;5700;2;2,9;0,6;4,1;5,1;54,0;11,6
2014;09;10;0136;56910;5760;2;2,7;1,3;4,1;5,1;54,2;25,2
2014;09;10;0137;56910;5820;2;2,3;0,2;4,6;5,1;63,0;4,3
2014;09;10;0138;56910;5880;2;3,6;-0,0;3,4;4,9;42,8;359,4
2014;09;10;0139;56910;5940;2;3,0;-0,3;3,9;4,9;52,4;354,6
2014;09;10;0140;56910;6000;2;2,7;-0,9;4,0;4,9;54,8;340,4
2014;09;10;0141;56910;6060;2;3,7;-0,9;3,0;4,8;38,5;346,8
2014;09;10;0142;56910;6120;2;2,6;-1,3;4,2;5,1;54,9;333,2
2014;09;10;0143;56910;6180;2;2,6;-1,8;4,1;5,2;52,6;325,2
2014;09;10;0144;56910;6240;2;2,7;-1,9;4,0;5,1;50,5;325,2
2014;09;10;0145;56910;6300;2;1,4;-1,1;5,0;5,4;70,0;321,1
2014;09;10;0146;56910;6360;2;2,2;-1,6;4,5;5,3;58,9;323,7
2014;09;10;0147;56910;6420;2;1,9;-1,9;4,6;5,4;59,4;314,9
2014;09;10;0148;56910;6480;2;2,8;-1,1;4,3;5,2;55,4;339,1
2014;09;10;0149;56910;6540;2;2,7;-1,3;4,2;5,2;54,2;334,3
2014;09;10;0150;56910;6600;2;2,6;-1,5;4,3;5,3;55,6;329,9
2014;09;10;0151;56910;6660;2;2,6;-1,2;4,3;5,2;56,0;334,6
2014;09;10;0152;56910;6720;2;2,4;-0,8;4,5;5,2;60,7;340,8
2014;09;10;0153;56910;6780;2;3,0;0,3;4,4;5,3;55,8;6,6
2014;09;10;0154;56910;6840;2;2,5;0,6;4,6;5,3;61,3;12,9
2014;09;10;0155;56910;6900;2;3,0;1,3;4,1;5,3;51,1;24,0
2014;09;10;0156;56910;6960;2;2,2;2,0;4,4;5,3;56,0;41,9
2014;09;10;0157;56910;7020;2;1,5;-0,2;4,9;5,2;72,5;352,3
2014;09;10;0158;56910;7080;2;0,5;-0,8;5,2;5,3;79,8;305,1
2014;09;10;0159;56910;7140;2;0,2;-2,4;4,7;5,3;62,9;274,8
2014;09;10;0200;56910;7200;2;-0,9;-2,1;4,8;5,3;64,6;247,0
2014;09;10;0201;56910;7260;2;-1,3;-2,2;4,7;5,4;61,3;240,0
2014;09;10;0202;56910;7320;2;-2,5;-1,9;4,6;5,6;55,7;218,0
2014;09;10;0203;56910;7380;2;0,8;-2,8;4,3;5,2;55,8;286,0
2014;09;10;0204;56910;7440;2;2,6;-2,7;3,6;5,2;44,0;314,4
2014;09;10;0205;56910;7500;2;2,5;-2,6;3,6;5,1;44,9;313,5
2014;09;10;0206;56910;7560;2;0,7;-3,4;4,1;5,3;49,4;280,8
2014;09;10;0207;56910;7620;2;-0,1;-3,3;4,3;5,4;52,1;268,9
2014;09;10;0208;56910;7680;2;-0,1;-3,6;4,1;5,4;48,4;268,2
2014;09;10;0209;56910;7740;2;-0,6;-3,4;4,2;5,5;50,4;260,3
2014;09;10;0210;56910;7800;2;1,0;-2,9;4,2;5,2;53,6;289,3
2014;09;10;0211;56910;7860;2;0,1;-3,2;4,4;5,4;53,5;271,5
2014;09;10;0212;56910;7920;2;-2,0;-4,3;2,9;5,5;31,3;245,1
2014;09;10;0213;56910;7980;2;-2,1;-4,6;2,3;5,5;23,9;245,6
2014;09;10;0214;56910;8040;2;-2,1;-4,4;2,7;5,6;28,6;245,0
2014;09;10;0215;56910;8100;2;-2,0;-4,3;2,9;5,6;31,5;244,7
2014;09;10;0216;56910;8160;2;-0,8;-4,0;3,6;5,4;41,1;258,4
2014;09;10;0217;56910;8220;2;-1,9;-4,7;2,5;5,6;26,5;248,0
2014;09;10;0218;56910;8280;2;-1,8;-4,3;3,0;5,5;32,4;247,4
2014;09;10;0219;56910;8340;2;0,8;-3,2;4,3;5,4;52,7;284,0
2014;09;10;0220;56910;8400;2;0,8;-2,9;4,5;5,4;56,0;285,0
2014;09;10;0221;56910;8460;2;0,4;-3,1;4,5;5,5;54,8;277,9
2014;09;10;0222;56910;8520;2;-0,1;-3,3;4,3;5,4;52,5;268,1
2014;09;10;0223;56910;8580;2;-0,1;-2,5;4,9;5,5;62,4;267,2
2014;09;10;0224;56910;8640;2;-0,8;-3,2;4,4;5,5;53,4;255,2
2014;09;10;0225;56910;8700;2;-1,3;-3,8;4,0;5,6;45,2;251,4
2014;09;10;0226;56910;8760;2;-1,1;-4,4;3,1;5,5;34,7;255,4
2014;09;10;0227;56910;8820;2;-1,4;-4,5;2,8;5,5;30,6;253,2
2014;09;10;0228;56910;8880;2;-1,9;-4,4;2,8;5,6;30,8;246,2
2014;09;10;0229;56910;8940;2;-1,5;-4,6;2,6;5,5;28,6;252,2
2014;09;10;0230;56910;9000;2;1,2;-3,2;4,0;5,2;49,1;290,9
2014;09;10;0231;56910;9060;2;1,2;-2,8;4,4;5,4;54,7;293,6
2014;09;10;0232;56910;9120;2;1,1;-3,5;4,0;5,4;47,5;287,2
2014;09;10;0233;56910;9180;2;1,4;-3,3;3,9;5,3;47,3;293,4
2014;09;10;0234;56910;9240;2;0,9;-4,3;3,0;5,3;34,2;282,4
2014;09;10;0235;56910;9300;2;1,2;-4,4;2,7;5,3;30,9;284,9
2014;09;10;0236;56910;9360;2;1,8;-4,0;2,8;5,2;32,2;294,3
2014;09;10;0237;56910;9420;2;1,8;-3,3;3,6;5,2;43,7;298,9
2014;09;10;0238;56910;9480;2;1,0;-3,1;4,2;5,4;52,2;288,4
2014;09;10;0239;56910;9540;2;1,7;-3,0;4,0;5,3;48,9;300,2
2014;09;10;0240;56910;9600;2;1,8;-3,4;3,6;5,2;43,3;297,7
2014;09;10;0241;56910;9660;2;0,7;-3,1;4,3;5,4;53,7;283,0
2014;09;10;0242;56910;9720;2;0,7;-3,9;3,6;5,4;42,2;279,7
2014;09;10;0243;56910;9780;2;0,6;-4,2;3,2;5,3;37,3;277,8
2014;09;10;0244;56910;9840;2;-0,1;-4,4;3,1;5,4;35,4;269,3
2014;09;10;0245;56910;9900;2;0,1;-4,0;3,5;5,3;40,9;271,9
2014;09;10;0246;56910;9960;2;0,5;-4,3;3,1;5,3;35,9;276,9
2014;09;10;0247;56910;10020;2;0,7;-3,6;3,9;5,4;46,1;280,7
2014;09;10;0248;56910;10080;2;0,9;-3,1;4,3;5,3;53,1;286,1
2014;09;10;0249;56910;10140;2;0,5;-4,4;2,7;5,2;31,3;276,6
2014;09;10;0250;56910;10200;2;-0,0;-4,5;2,7;5,2;30,8;269,4
2014;09;10;0251;56910;10260;2;0,9;-2,0;4,6;5,1;65,2;294,1
2014;09;10;0252;56910;10320;2;0,4;-2,6;4,6;5,3;60,5;279,5
2014;09;10;0253;56910;10380;2;0,8;-3,2;4,2;5,4;52,2;283,5
2014;09;10;0254;56910;10440;2;1,0;-3,6;3,7;5,3;44,9;285,2
2014;09;10;0255;56910;10500;2;1,6;-4,0;3,0;5,2;34,6;291,4
2014;09;10;0256;56910;10560;2;1,1;-3,9;3,3;5,2;39,1;285,6
2014;09;10;0257;56910;10620;2;0,7;-3,9;3,5;5,3;41,0;280,7
2014;09;10;0258;56910;10680;2;0,5;-3,7;3,8;5,3;45,8;278,5
2014;09;10;0259;56910;10740;2;1,1;-3,4;3,9;5,3;47,6;287,2
2014;09;10;0300;56910;10800;2;0,9;-3,0;4,3;5,3;53,3;286,5
2014;09;10;0301;56910;10860;2;1,0;-2,8;4,2;5,2;54,7;290,4
2014;09;10;0302;56910;10920;2;2,1;-4,1;2,3;5,1;27,2;297,0
2014;09;10;0303;56910;10980;2;1,7;-4,1;2,7;5,2;31,0;292,9
2014;09;10;0304;56910;11040;2;1,7;-3,4;3,5;5,1;42,9;297,1
2014;09;10;0305;56910;11100;2;1,9;-4,4;1,9;5,2;21,3;293,9
2014;09;10;0306;56910;11160;2;2,6;-4,1;1,4;5,1;16,2;302,5
2014;09;10;0307;56910;11220;2;2,4;-4,4;1,0;5,1;11,2;298,2
2014;09;10;0308;56910;11280;2;1,4;-4,6;2,1;5,2;23,3;287,2
2014;09;10;0309;56910;11340;2;2,3;-4,1;2,1;5,1;24,2;299,3
2014;09;10;0310;56910;11400;2;2,6;-4,1;1,6;5,1;18,8;302,0
2014;09;10;0311;56910;11460;2;2,6;-4,0;2,0;5,2;22,6;302,4
2014;09;10;0312;56910;11520;2;2,4;-4,2;1,4;5,1;15,6;299,8
2014;09;10;0313;56910;11580;2;1,1;-5,0;-0,9;5,2;-9,8;282,9
2014;09;10;0314;56910;11640;2;0,5;-5,2;-0,6;5,3;-6,4;275,8
2014;09;10;0315;56910;11700;2;1,5;-5,0;0,1;5,2;0,6;286,5
2014;09;10;0316;56910;11760;2;1,8;-4,9;0,5;5,2;5,1;289,9
2014;09;10;0317;56910;11820;2;1,7;-4,9;0,7;5,2;7,5;289,7
2014;09;10;0318;56910;11880;2;2,0;-4,7;1,2;5,2;13,0;292,9
2014;09;10;0319;56910;11940;2;2,3;-4,4;1,6;5,2;18,4;297,6
2014;09;10;0320;56910;12000;2;1,8;-4,7;1,1;5,2;12,6;291,3
2014;09;10;0321;56910;12060;2;1,2;-5,0;1,0;5,3;10,9;283,8
2014;09;10;0322;56910;12120;2;2,4;-4,0;2,2;5,2;24,8;301,2
2014;09;10;0323;56910;12180;2;2,2;-4,3;2,0;5,2;22,9;296,8
2014;09;10;0324;56910;12240;2;2,8;-3,8;2,1;5,2;24,4;305,8
2014;09;10;0325;56910;12300;2;2,3;-4,0;2,6;5,3;29,6;299,8
2014;09;10;0326;56910;12360;2;2,1;-4,0;2,7;5,3;30,7;298,0
2014;09;10;0327;56910;12420;2;2,2;-3,9;2,7;5,2;31,1;298,7
2014;09;10;0328;56910;12480;2;2,1;-4,2;2,5;5,3;28,1;296,5
2014;09;10;0329;56910;12540;2;2,0;-4,0;2,6;5,1;29,9;296,2
2014;09;10;0330;56910;12600;2;1,6;-2,6;4,3;5,3;54,4;301,6
2014;09;10;0331;56910;12660;2;2,1;-3,7;2,7;5,1;32,4;299,6
2014;09;10;0332;56910;12720;2;2,3;-4,3;1,6;5,2;17,6;297,9
2014;09;10;0333;56910;12780;2;2,3;-4,5;1,3;5,2;14,7;297,5
2014;09;10;0334;56910;12840;2;2,5;-4,0;2,2;5,2;25,3;301,5
2014;09;10;0335;56910;12900;2;2,1;-4,2;2,3;5,2;25,9;296,7
2014;09;10;0336;56910;12960;2;2,1;-4,3;2,1;5,2;24,3;296,5
2014;09;10;0337;56910;13020;2;2,4;-4,1;2,3;5,2;25,7;300,7
2014;09;10;0338;56910;13080;2;2,2;-4,2;2,2;5,2;24,6;297,4
2014;09;10;0339;56910;13140;2;1,5;-2,2;4,5;5,2;59,0;303,7
2014;09;10;0340;56910;13200;2;1,5;-2,1;4,6;5,3;60,0;305,5
2014;09;10;0341;56910;13260;9;-999,9;-999,9;-999,9;-999,9;-999,9;-999,9
2014;09;10;0342;56910;13320;0;0,9;-1,2;5,2;5,4;73,8;304,8
2014;09;10;0343;56910;13380;0;0,7;-1,5;5,2;5,4;72,3;296,7
2014;09;10;0344;56910;13440;0;0,5;-1,2;5,3;5,5;76,5;290,9
2014;09;10;0345;56910;13500;0;0,7;-1,2;5,3;5,4;75,0;300,9
2014;09;10;0346;56910;13560;0;0,9;-1,7;5,0;5,4;69,0;298,8
2014;09;10;0347;56910;13620;0;0,7;-0,9;5,4;5,5;77,6;307,7
2014;09;10;0348;56910;13680;0;0,8;-1,1;5,3;5,5;75,3;306,7
2014;09;10;0349;56910;13740;0;0,5;0,5;5,2;5,3;82,0;47,4
2014;09;10;0350;56910;13800;0;0,6;0,6;5,4;5,5;81,3;46,3
2014;09;10;0351;56910;13860;0;0,0;0,9;5,4;5,5;80,5;87,0
2014;09;10;0352;56910;13920;0;0,6;1,1;5,3;5,5;76,9;61,6
2014;09;10;0353;56910;13980;0;0,6;0,8;5,3;5,4;79,5;49,3
2014;09;10;0354;56910;14040;0;0,4;0,3;5,4;5,4;85,1;33,9
2014;09;10;0355;56910;14100;0;0,5;-0,4;5,4;5,4;82,8;321,2
2014;09;10;0356;56910;14160;0;0,7;-0,1;5,4;5,4;82,7;348,9
2014;09;10;0357;56910;14220;0;0,6;-0,9;5,3;5,4;78,3;306,8
2014;09;10;0358;56910;14280;0;1,1;-1,5;4,9;5,3;68,8;306,4
2014;09;10;0359;56910;14340;0;1,0;-1,7;5,0;5,3;68,7;300,7
2014;09;10;0400;56910;14400;0;2,0;-2,4;3,9;5,0;51,5;310,5
2014;09;10;0401;56910;14460;0;1,9;-1,5;4,4;5,0;61,3;321,2
2014;09;10;0402;56910;14520;0;3,0;-1,2;3,6;4,8;47,8;338,0
2014;09;10;0403;56910;14580;0;2,7;-1,9;3,4;4,7;45,4;324,7
2014;09;10;0404;56910;14640;0;1,4;-1,8;4,7;5,2;64,0;309,2
2014;09;10;0405;56910;14700;0;1,5;-1,5;4,8;5,3;65,8;315,2
2014;09;10;0406;56910;14760;0;1,7;-1,5;4,7;5,2;64,2;319,2
2014;09;10;0407;56910;14820;0;1,1;-1,9;4,7;5,2;64,7;299,9
2014;09;10;0408;56910;14880;0;0,8;-2,1;4,5;5,0;62,6;291,4
2014;09;10;0409;56910;14940;0;1,0;-2,2;4,6;5,2;62,0;294,0
2014;09;10;0410;56910;15000;0;1,0;-3,3;4,0;5,3;49,1;287,7
2014;09;10;0411;56910;15060;0;1,1;-3,8;2,9;4,9;36,7;285,9
2014;09;10;0412;56910;15120;0;1,7;-4,0;2,4;5,0;29,2;292,5
2014;09;10;0413;56910;15180;0;2,2;-3,2;3,0;4,9;36,9;304,6
2014;09;10;0414;56910;15240;0;2,5;-3,3;2,6;4,9;31,5;306,7
2014;09;10;0415;56910;15300;0;1,6;-2,8;3,8;5,0;49,8;300,1
2014;09;10;0416;56910;15360;0;1,6;-3,8;2,8;5,0;34,0;292,2
2014;09;10;0417;56910;15420;0;1,2;-4,1;2,6;5,0;31,0;286,3
2014;09;10;0418;56910;15480;0;0,4;-4,1;2,9;5,0;34,8;275,7
2014;09;10;0419;56910;15540;0;-2,1;-1,1;4,6;5,2;62,7;206,9
2014;09;10;0420;56910;15600;0;-1,8;-2,0;4,5;5,2;58,8;229,0
2014;09;10;0421;56910;15660;0;-1,0;-2,7;4,3;5,2;55,8;249,1
2014;09;10;0422;56910;15720;0;-0,9;-3,1;4,1;5,2;51,4;253,1
2014;09;10;0423;56910;15780;0;-0,9;-2,7;4,4;5,2;57,0;252,2
2014;09;10;0424;56910;15840;0;-0,5;-3,2;4,0;5,2;51,2;261,6
2014;09;10;0425;56910;15900;0;0,7;-4,8;1,8;5,2;20,3;278,4
2014;09;10;0426;56910;15960;0;0,0;-4,5;2,7;5,3;30,8;270,1
2014;09;10;0427;56910;16020;0;-0,9;-4,4;2,9;5,3;33,2;258,5
2014;09;10;0428;56910;16080;0;-0,8;-4,3;3,0;5,3;34,2;260,1
2014;09;10;0429;56910;16140;0;-0,6;-4,2;3,1;5,3;35,6;261,4
2014;09;10;0430;56910;16200;0;0,5;-4,0;3,4;5,3;40,0;277,0
2014;09;10;0431;56910;16260;0;0,4;-4,1;3,2;5,2;37,6;275,3
2014;09;10;0432;56910;16320;0;-0,0;-4,1;3,3;5,3;38,3;269,9
2014;09;10;0433;56910;16380;0;0,1;-4,1;3,3;5,3;38,8;271,2
2014;09;10;0434;56910;16440;0;0,0;-4,3;3,2;5,3;36,7;270,6
2014;09;10;0435;56910;16500;0;1,7;-0,1;4,0;4,4;67,0;356,8
2014;09;10;0436;56910;16560;0;2,2;1,1;4,4;5,0;61,0;27,3
2014;09;10;0437;56910;16620;0;2,2;1,2;4,5;5,1;60,6;27,8
2014;09;10;0438;56910;16680;0;2,2;1,2;4,7;5,3;62,0;27,9
2014;09;10;0439;56910;16740;0;2,1;1,0;4,6;5,2;63,2;26,1
2014;09;10;0440;56910;16800;0;2,2;0,6;4,7;5,2;64,2;15,7
2014;09;10;0441;56910;16860;0;2,0;0,2;4,7;5,1;66,7;6,4
2014;09;10;0442;56910;16920;0;2,2;0,6;4,6;5,1;63,4;14,8
2014;09;10;0443;56910;16980;0;2,0;-0,9;4,6;5,1;64,2;336,4
2014;09;10;0444;56910;17040;0;2,3;-0,0;4,5;5,1;62,7;359,9
2014;09;10;0445;56910;17100;0;2,2;-0,8;4,6;5,2;63,8;340,5
2014;09;10;0446;56910;17160;0;2,0;-1,6;4,5;5,2;60,7;322,2
2014;09;10;0447;56910;17220;0;1,7;-2,5;4,2;5,2;54,5;304,9
2014;09;10;0448;56910;17280;0;1,3;-3,3;3,9;5,3;47,6;291,0
2014;09;10;0449;56910;17340;0;0,8;-3,2;4,0;5,3;50,4;284,6
2014;09;10;0450;56910;17400;0;0,4;-3,1;4,3;5,3;53,7;277,1
2014;09;10;0451;56910;17460;0;1,5;-2,7;4,1;5,2;52,8;299,5
2014;09;10;0452;56910;17520;0;1,0;-3,2;4,0;5,3;50,1;286,8
2014;09;10;0453;56910;17580;0;0,8;-3,4;3,9;5,3;48,1;283,8
2014;09;10;0454;56910;17640;0;1,5;-2,9;4,0;5,2;51,5;297,2
2014;09;10;0455;56910;17700;0;1,4;-2,9;4,0;5,2;51,1;295,8
2014;09;10;0456;56910;17760;0;1,7;-2,1;4,4;5,2;58,1;309,0
2014;09;10;0457;56910;17820;0;1,4;-2,4;4,4;5,2;57,7;299,4
2014;09;10;0458;56910;17880;0;2,2;-1,3;4,3;5,0;59,6;329,6
2014;09;10;0459;56910;17940;0;2,4;-2,1;4,2;5,2;53,1;319,0
2014;09;10;0500;56910;18000;0;1,9;-3,0;3,9;5,3;47,5;302,8
2014;09;10;0501;56910;18060;0;1,9;-3,1;3,8;5,3;46,2;301,0
2014;09;10;0502;56910;18120;0;1,7;-3,4;3,6;5,2;43,8;296,3
2014;09;10;0503;56910;18180;0;2,0;-0,6;4,6;5,1;66,0;342,4
2014;09;10;0504;56910;18240;0;2,0;-1,3;4,5;5,1;62,2;326,4
2014;09;10;0505;56910;18300;0;2,1;-2,9;3,2;4,8;41,7;306,6
2014;09;10;0506;56910;18360;0;2,3;-1,1;4,4;5,1;60,2;334,2
2014;09;10;0507;56910;18420;0;2,0;-1,5;4,5;5,1;61,0;323,9
2014;09;10;0508;56910;18480;0;1,9;-3,0;3,5;5,0;44,9;302,5
2014;09;10;0509;56910;18540;0;1,9;-2,2;3,8;4,8;52,5;311,4
2014;09;10;0510;56910;18600;0;1,5;-1,8;3,2;4,0;53,1;309,6
2014;09;10;0511;56910;18660;0;0,5;-4,6;0,7;4,7;8,6;276,3
2014;09;10;0512;56910;18720;0;-0,7;-4,9;-0,2;5,0;-2,6;261,9
2014;09;10;0513;56910;18780;0;-1,4;-4,8;-0,5;5,0;-5,7;253,9
2014;09;10;0514;56910;18840;0;-1,6;-4,8;-0,0;5,0;-0,5;251,5
2014;09;10;0515;56910;18900;0;-1,2;-5,1;-0,0;5,2;-0,3;256,8
2014;09;10;0516;56910;18960;0;-0,9;-4,7;-1,7;5,1;-19,9;259,3
2014;09;10;0517;56910;19020;0;0,1;-5,4;0,0;5,4;0,3;270,9
2014;09;10;0518;56910;19080;0;-0,3;-5,2;-0,8;5,2;-8,5;266,5
2014;09;10;0519;56910;19140;0;-0,7;-5,0;-1,2;5,2;-12,9;262,3
2014;09;10;0520;56910;19200;0;-0,5;-5,3;-0,8;5,4;-8,9;264,8
