;1-minute;averaged;Real-time;Interplanetary;Magnetic;Field;Values;

; ; ; ;Modified;Seconds
UT Date; ; ;Time;Julian;of the;-----------------------;GSM;Coordinates;----------------------
YR;MO;DA;HHMM;Day;Day;S;Bx;By;Bz;Bt;Lat,;Long,
2014;09;14;0753;56914;28380;0;-0,9;-4,2;5,9;7,3;53,9;257,5
2014;09;14;0754;56914;28440;0;-1,0;-4,3;5,8;7,3;52,7;256,5
2014;09;14;0755;56914;28500;0;-1,2;-4,6;5,6;7,3;49,6;255,4
2014;09;14;0756;56914;28560;0;-1,7;-4,4;5,5;7,3;49,4;248,9
2014;09;14;0757;56914;28620;0;-1,4;-4,2;5,8;7,3;52,7;251,6
2014;09;14;0758;56914;28680;0;-1,4;-4,2;5,7;7,2;52,1;252,0
2014;09;14;0759;56914;28740;0;-0,9;-3,5;6,3;7,2;60,2;254,8
2014;09;14;0800;56914;28800;0;-0,4;-2,8;6,5;7,1;66,7;261,6
2014;09;14;0801;56914;28860;0;-0,5;-3,4;6,2;7,1;61,4;261,5
2014;09;14;0802;56914;28920;0;-0,8;-4,5;5,7;7,3;51,3;259,3
2014;09;14;0803;56914;28980;0;-0,7;-4,4;5,8;7,3;52,5;260,8
2014;09;14;0804;56914;29040;0;-0,8;-4,2;6,0;7,3;54,4;258,7
2014;09;14;0805;56914;29100;0;-0,8;-4,1;6,0;7,3;55,1;259,3
2014;09;14;0806;56914;29160;0;-0,9;-4,2;5,9;7,3;54,0;257,8
2014;09;14;0807;56914;29220;0;-1,1;-4,2;5,8;7,3;52,9;255,1
2014;09;14;0808;56914;29280;0;-0,9;-4,1;6,0;7,3;55,3;257,3
2014;09;14;0809;56914;29340;0;-0,9;-4,1;6,0;7,3;55,4;257,5
2014;09;14;0810;56914;29400;0;-0,9;-4,1;6,0;7,3;55,5;257,8
2014;09;14;0811;56914;29460;0;-0,8;-4,0;6,1;7,3;56,1;259,2
2014;09;14;0812;56914;29520;0;-0,5;-4,5;5,7;7,3;51,6;264,0
2014;09;14;0813;56914;29580;0;-0,2;-4,6;5,6;7,3;51,0;267,5
2014;09;14;0814;56914;29640;0;-0,3;-4,4;5,8;7,3;52,3;266,0
2014;09;14;0815;56914;29700;0;-0,6;-4,3;5,8;7,3;53,0;262,3
2014;09;14;0816;56914;29760;0;-0,5;-4,5;5,7;7,3;51,8;263,1
2014;09;14;0817;56914;29820;0;-0,8;-4,4;5,8;7,3;52,5;260,1
2014;09;14;0818;56914;29880;0;-1,1;-3,6;6,0;7,1;58,1;253,4
2014;09;14;0819;56914;29940;0;-1,1;-3,1;6,2;7,0;61,8;250,6
2014;09;14;0820;56914;30000;0;-1,7;-2,3;6,6;7,2;66,0;233,3
2014;09;14;0821;56914;30060;0;-1,8;-1,8;6,7;7,2;69,6;224,6
2014;09;14;0822;56914;30120;0;-1,8;-1,2;6,8;7,2;72,3;214,9
2014;09;14;0823;56914;30180;0;-1,7;-1,2;6,8;7,2;73,2;215,8
2014;09;14;0824;56914;30240;0;-1,7;-1,3;6,8;7,2;72,3;217,4
2014;09;14;0825;56914;30300;0;-2,1;-1,8;6,6;7,1;67,5;220,9
2014;09;14;0826;56914;30360;0;-2,2;-2,2;6,3;7,1;63,8;224,4
2014;09;14;0827;56914;30420;0;-2,1;-1,9;6,5;7,1;66,3;223,0
2014;09;14;0828;56914;30480;0;-1,9;-2,0;6,6;7,1;67,3;225,7
2014;09;14;0829;56914;30540;0;-1,9;-2,3;6,5;7,1;65,1;230,0
2014;09;14;0830;56914;30600;0;-1,9;-2,1;6,5;7,1;66,4;227,9
2014;09;14;0831;56914;30660;0;-1,9;-2,1;6,5;7,1;66,5;229,0
2014;09;14;0832;56914;30720;0;-1,7;-2,4;6,3;7,0;65,1;234,1
2014;09;14;0833;56914;30780;0;-0,6;-3,6;5,9;6,9;58,0;261,3
2014;09;14;0834;56914;30840;0;-1,2;-1,7;6,7;7,0;72,5;235,5
2014;09;14;0835;56914;30900;0;-1,5;-1,1;6,9;7,2;75,2;215,7
2014;09;14;0836;56914;30960;0;-1,1;-2,7;6,3;6,9;65,4;246,9
2014;09;14;0837;56914;31020;0;-0,5;-4,5;5,5;7,1;50,1;263,3
2014;09;14;0838;56914;31080;0;-0,4;-4,3;5,5;7,0;51,6;264,5
2014;09;14;0839;56914;31140;0;-0,9;-4,3;5,4;7,0;50,9;258,8
2014;09;14;0840;56914;31200;0;-0,6;-4,5;5,3;7,0;49,2;262,3
2014;09;14;0841;56914;31260;0;-0,4;-4,4;5,3;7,0;50,2;265,4
2014;09;14;0842;56914;31320;0;-0,4;-4,3;5,4;6,9;51,6;264,5
2014;09;14;0843;56914;31380;0;-0,2;-3,7;5,8;6,9;57,9;266,7
2014;09;14;0844;56914;31440;0;-0,3;-3,2;5,2;6,1;58,2;263,8
2014;09;14;0845;56914;31500;0;-0,5;-3,8;5,7;6,9;55,9;261,9
2014;09;14;0846;56914;31560;0;-0,7;-3,6;5,8;6,9;58,0;259,3
2014;09;14;0847;56914;31620;0;-0,3;-3,1;5,4;6,3;60,5;263,8
2014;09;14;0848;56914;31680;0;0,1;-3,8;5,7;6,9;56,1;271,4
2014;09;14;0849;56914;31740;0;0,7;-3,8;5,6;6,8;55,4;280,2
2014;09;14;0850;56914;31800;0;0,3;-3,5;5,3;6,4;56,3;274,4
2014;09;14;0851;56914;31860;0;-0,0;-3,5;6,0;6,9;59,8;269,9
2014;09;14;0852;56914;31920;0;0,5;-2,7;5,3;6,0;63,0;279,7
2014;09;14;0853;56914;31980;0;-0,6;-3,8;5,7;6,9;56,0;260,6
2014;09;14;0854;56914;32040;0;-0,6;-4,0;5,6;6,9;54,4;261,7
2014;09;14;0855;56914;32100;0;-0,4;-3,6;5,9;6,9;58,4;264,0
2014;09;14;0856;56914;32160;0;-0,5;-3,7;5,8;6,9;57,5;262,0
2014;09;14;0857;56914;32220;0;-0,4;-3,1;6,1;6,9;62,8;263,5
2014;09;14;0858;56914;32280;0;-0,3;-3,1;6,2;6,9;63,3;263,8
2014;09;14;0859;56914;32340;0;0,2;-3,3;6,0;6,8;61,4;272,9
2014;09;14;0900;56914;32400;0;-0,4;-3,3;6,0;6,9;61,4;262,6
2014;09;14;0901;56914;32460;0;-0,8;-2,7;6,2;6,9;65,7;253,8
2014;09;14;0902;56914;32520;0;-0,6;-2,3;6,4;6,9;69,4;256,4
2014;09;14;0903;56914;32580;0;-0,8;-3,2;6,0;6,8;61,3;255,0
2014;09;14;0904;56914;32640;0;-0,6;-3,4;5,8;6,7;59,1;259,3
2014;09;14;0905;56914;32700;0;-1,1;-4,9;4,8;6,9;44,0;257,8
2014;09;14;0906;56914;32760;0;-0,5;-3,4;6,1;7,0;60,3;262,0
2014;09;14;0907;56914;32820;0;-0,5;-3,4;6,1;7,0;60,6;261,8
2014;09;14;0908;56914;32880;0;-0,5;-2,8;6,5;7,1;66,5;259,9
2014;09;14;0909;56914;32940;0;-0,5;-2,8;6,6;7,2;66,6;259,5
2014;09;14;0910;56914;33000;0;-0,6;-2,8;6,6;7,2;66,2;257,4
2014;09;14;0911;56914;33060;0;-0,5;-3,1;6,5;7,2;64,4;260,7
2014;09;14;0912;56914;33120;0;-0,9;-2,9;6,5;7,1;65,0;252,9
2014;09;14;0913;56914;33180;0;-1,4;-2,5;6,6;7,2;66,4;240,4
2014;09;14;0914;56914;33240;0;-0,8;-3,2;6,3;7,1;62,6;255,6
2014;09;14;0915;56914;33300;0;-0,5;-2,8;6,5;7,1;66,2;259,5
2014;09;14;0916;56914;33360;0;-0,3;-2,7;6,6;7,1;67,7;262,6
2014;09;14;0917;56914;33420;0;-0,2;-3,3;6,2;7,1;61,9;266,7
2014;09;14;0918;56914;33480;0;0,5;-3,9;5,9;7,1;56,3;276,9
2014;09;14;0919;56914;33540;0;0,3;-3,7;6,0;7,1;58,1;274,9
2014;09;14;0920;56914;33600;0;1,1;-4,2;5,6;7,1;52,5;284,8
2014;09;14;0921;56914;33660;0;1,2;-4,1;5,6;7,1;52,7;286,4
2014;09;14;0922;56914;33720;0;0,7;-3,9;5,9;7,1;56,0;279,4
2014;09;14;0923;56914;33780;0;1,2;-4,0;5,7;7,1;53,8;286,5
2014;09;14;0924;56914;33840;0;1,2;-4,0;5,8;7,1;53,9;287,2
2014;09;14;0925;56914;33900;0;0,7;-4,1;5,8;7,1;54,1;279,7
2014;09;14;0926;56914;33960;0;0,7;-4,3;5,7;7,1;52,7;279,1
2014;09;14;0927;56914;34020;0;0,3;-3,9;5,9;7,1;56,9;275,2
2014;09;14;0928;56914;34080;0;-0,1;-3,7;6,1;7,1;58,3;268,9
2014;09;14;0929;56914;34140;0;0,1;-3,7;6,0;7,0;58,4;270,9
2014;09;14;0930;56914;34200;0;-0,1;-3,2;6,1;6,9;62,6;268,8
2014;09;14;0931;56914;34260;0;1,1;-4,7;4,9;6,9;45,5;283,3
2014;09;14;0932;56914;34320;0;0,6;-4,2;5,5;6,9;52,4;277,9
2014;09;14;0933;56914;34380;0;0,7;-4,4;5,3;6,9;50,3;279,4
2014;09;14;0934;56914;34440;0;1,0;-3,8;5,7;7,0;55,6;284,7
2014;09;14;0935;56914;34500;0;1,0;-3,7;5,8;6,9;56,6;285,3
2014;09;14;0936;56914;34560;0;0,6;-4,0;5,6;6,9;54,0;278,7
2014;09;14;0937;56914;34620;0;-0,0;-3,1;6,1;6,9;63,2;270,0
2014;09;14;0938;56914;34680;0;-0,8;-2,4;6,5;6,9;69,0;252,2
2014;09;14;0939;56914;34740;0;-0,6;-2,5;6,4;6,9;67,9;256,8
2014;09;14;0940;56914;34800;0;-0,6;-1,7;6,7;7,0;75,0;251,2
2014;09;14;0941;56914;34860;0;-0,8;-1,4;6,8;6,9;76,8;239,4
2014;09;14;0942;56914;34920;0;-1,9;-0,9;6,7;7,1;72,7;205,7
2014;09;14;0943;56914;34980;0;-0,7;-2,0;6,8;7,1;72,6;252,2
2014;09;14;0944;56914;35040;0;-0,6;-1,8;6,9;7,1;74,1;250,9
2014;09;14;0945;56914;35100;0;-1,4;-1,2;6,7;7,0;74,4;220,9
2014;09;14;0946;56914;35160;0;-2,0;-0,3;6,9;7,2;73,9;190,1
2014;09;14;0947;56914;35220;0;-2,3;-0,4;6,8;7,2;71,1;190,0
2014;09;14;0948;56914;35280;0;-2,4;-0,8;6,7;7,2;69,3;198,4
2014;09;14;0949;56914;35340;0;-2,3;-0,7;6,8;7,2;70,7;198,1
2014;09;14;0950;56914;35400;0;-2,2;-1,0;6,8;7,2;70,3;203,5
2014;09;14;0951;56914;35460;0;-1,9;-1,8;6,7;7,2;68,6;224,1
2014;09;14;0952;56914;35520;0;-2,0;-1,9;6,6;7,1;67,3;223,0
2014;09;14;0953;56914;35580;0;-2,4;-1,7;6,5;7,2;66,0;214,9
2014;09;14;0954;56914;35640;0;-2,4;-2,0;6,5;7,2;64,2;220,1
2014;09;14;0955;56914;35700;0;-3,0;-2,3;6,2;7,2;58,4;218,0
2014;09;14;0956;56914;35760;0;-2,5;-2,7;6,1;7,1;58,8;227,2
2014;09;14;0957;56914;35820;0;-2,5;-3,2;5,8;7,1;55,0;231,8
2014;09;14;0958;56914;35880;0;-2,3;-3,2;5,9;7,1;56,4;234,8
2014;09;14;0959;56914;35940;0;-2,1;-2,8;6,2;7,1;60,6;233,2
2014;09;14;1000;56914;36000;0;-2,3;-3,2;6,0;7,2;57,0;234,2
2014;09;14;1001;56914;36060;0;-2,4;-3,5;5,7;7,1;52,9;235,5
2014;09;14;1002;56914;36120;0;-2,1;-3,7;5,7;7,1;53,0;240,4
2014;09;14;1003;56914;36180;0;-1,4;-3,1;6,2;7,0;61,2;246,4
2014;09;14;1004;56914;36240;0;-1,0;-3,0;6,3;7,1;63,1;251,0
2014;09;14;1005;56914;36300;0;-1,5;-3,5;6,0;7,1;57,9;247,1
2014;09;14;1006;56914;36360;0;-1,0;-3,5;6,0;7,0;59,0;254,3
2014;09;14;1007;56914;36420;0;-0,8;-3,6;6,0;7,0;58,0;258,2
2014;09;14;1008;56914;36480;0;-0,8;-3,8;5,9;7,0;56,7;258,1
2014;09;14;1009;56914;36540;0;-1,2;-3,6;5,9;7,0;57,7;251,3
2014;09;14;1010;56914;36600;0;-1,7;-3,3;6,0;7,1;58,5;243,1
2014;09;14;1011;56914;36660;0;-1,6;-4,2;5,4;7,0;50,5;249,2
2014;09;14;1012;56914;36720;0;-1,9;-4,9;4,7;7,1;42,0;248,9
2014;09;14;1013;56914;36780;0;-1,9;-5,3;4,3;7,1;37,4;249,8
2014;09;14;1014;56914;36840;0;-1,8;-5,4;4,2;7,1;36,0;251,6
2014;09;14;1015;56914;36900;0;-1,2;-4,5;5,2;6,9;48,1;255,2
2014;09;14;1016;56914;36960;0;-1,0;-4,6;5,3;7,1;48,2;257,6
2014;09;14;1017;56914;37020;0;-0,7;-3,2;6,2;7,1;62,1;257,6
2014;09;14;1018;56914;37080;0;-0,3;-2,9;6,5;7,1;66,1;264,3
2014;09;14;1019;56914;37140;0;-0,4;-3,2;6,3;7,1;62,9;263,4
2014;09;14;1020;56914;37200;0;-0,4;-3,5;6,2;7,1;60,8;263,6
2014;09;14;1021;56914;37260;0;-1,1;-3,9;5,9;7,2;55,5;254,7
2014;09;14;1022;56914;37320;0;-1,4;-4,2;5,7;7,2;52,1;251,2
2014;09;14;1023;56914;37380;0;-2,3;-4,3;5,4;7,3;48,0;242,3
2014;09;14;1024;56914;37440;0;-0,7;-3,5;6,2;7,2;60,5;258,4
2014;09;14;1025;56914;37500;0;-1,1;-4,3;5,6;7,2;52,0;255,1
2014;09;14;1026;56914;37560;0;-1,2;-4,4;5,5;7,2;50,4;255,4
2014;09;14;1027;56914;37620;0;-1,3;-4,5;5,5;7,2;49,6;253,9
2014;09;14;1028;56914;37680;0;-1,2;-4,7;5,4;7,2;48,0;255,9
2014;09;14;1029;56914;37740;0;-1,4;-4,7;5,3;7,2;46,8;253,2
2014;09;14;1030;56914;37800;0;-1,2;-4,5;5,5;7,2;49,5;255,4
2014;09;14;1031;56914;37860;0;-1,0;-4,4;5,3;7,0;49,5;256,9
2014;09;14;1032;56914;37920;0;-0,3;-3,8;6,0;7,1;57,9;266,1
2014;09;14;1033;56914;37980;0;-0,2;-3,8;5,9;7,1;57,0;267,7
2014;09;14;1034;56914;38040;0;-0,6;-4,4;5,6;7,1;51,5;262,4
2014;09;14;1035;56914;38100;0;-1,1;-4,9;5,1;7,1;45,2;256,9
2014;09;14;1036;56914;38160;0;-1,1;-4,7;5,2;7,1;47,2;257,0
2014;09;14;1037;56914;38220;0;-0,8;-4,6;5,3;7,1;48,4;260,6
2014;09;14;1038;56914;38280;0;-0,7;-4,8;5,2;7,1;46,9;261,1
2014;09;14;1039;56914;38340;0;-0,7;-5,0;4,9;7,1;44,6;262,4
2014;09;14;1040;56914;38400;0;-0,7;-4,9;5,0;7,0;45,5;262,1
2014;09;14;1041;56914;38460;0;-0,8;-4,6;5,2;7,0;47,9;260,6
2014;09;14;1042;56914;38520;0;-1,0;-3,8;5,8;7,0;55,9;254,7
2014;09;14;1043;56914;38580;0;-1,1;-5,1;4,7;7,0;42,4;257,7
2014;09;14;1044;56914;38640;0;-0,6;-4,3;5,4;7,0;51,2;261,9
2014;09;14;1045;56914;38700;0;-1,3;-4,9;4,9;7,1;43,9;255,7
2014;09;14;1046;56914;38760;0;-0,9;-4,6;5,3;7,1;48,8;258,9
2014;09;14;1047;56914;38820;0;-0,6;-4,2;5,7;7,1;52,9;262,3
2014;09;14;1048;56914;38880;0;-0,4;-4,2;5,7;7,1;53,6;264,8
2014;09;14;1049;56914;38940;0;-1,0;-3,6;6,1;7,1;58,5;254,6
2014;09;14;1050;56914;39000;0;-0,7;-3,0;6,3;7,0;64,0;256,5
2014;09;14;1051;56914;39060;0;-1,0;-3,9;5,8;7,1;55,1;255,1
2014;09;14;1052;56914;39120;0;-0,9;-4,0;5,8;7,1;54,8;256,9
2014;09;14;1053;56914;39180;0;-0,9;-3,8;5,9;7,1;56,4;257,2
2014;09;14;1054;56914;39240;0;-1,1;-3,7;5,9;7,1;56,4;253,5
2014;09;14;1055;56914;39300;0;-0,3;-3,9;5,9;7,0;56,7;265,3
2014;09;14;1056;56914;39360;0;-0,2;-2,9;6,5;7,1;66,1;266,1
2014;09;14;1057;56914;39420;0;-0,5;-2,2;6,7;7,1;71,4;257,8
2014;09;14;1058;56914;39480;0;-0,5;-3,1;6,3;7,1;63,1;260,3
2014;09;14;1059;56914;39540;0;-0,1;-4,0;5,8;7,1;55,5;268,1
2014;09;14;1100;56914;39600;0;-0,1;-4,1;5,8;7,1;55,1;268,6
2014;09;14;1101;56914;39660;0;0,0;-4,0;5,8;7,1;55,3;270,5
2014;09;14;1102;56914;39720;0;-0,1;-4,1;5,7;7,0;54,5;268,9
2014;09;14;1103;56914;39780;0;-0,2;-4,6;5,4;7,0;49,5;268,1
2014;09;14;1104;56914;39840;0;-0,1;-4,8;5,2;7,1;47,0;268,5
2014;09;14;1105;56914;39900;0;-0,1;-5,3;4,7;7,1;41,9;268,8
2014;09;14;1106;56914;39960;0;-0,0;-5,1;5,0;7,1;44,6;269,7
2014;09;14;1107;56914;40020;0;0,1;-4,4;5,6;7,1;51,4;270,7
2014;09;14;1108;56914;40080;0;-0,1;-4,8;5,3;7,2;48,1;268,3
2014;09;14;1109;56914;40140;0;-0,4;-5,0;5,1;7,2;45,4;265,2
2014;09;14;1110;56914;40200;0;-0,4;-5,2;5,0;7,2;43,6;266,1
2014;09;14;1111;56914;40260;0;-0,2;-5,3;4,8;7,2;42,0;268,0
2014;09;14;1112;56914;40320;0;-0,4;-5,1;5,0;7,1;44,0;265,6
2014;09;14;1113;56914;40380;0;-0,2;-5,2;4,9;7,1;43,1;267,5
2014;09;14;1114;56914;40440;0;-0,1;-5,3;4,8;7,2;42,1;268,5
2014;09;14;1115;56914;40500;0;0,0;-5,4;4,5;7,0;40,3;270,3
2014;09;14;1116;56914;40560;0;-0,1;-4,6;5,1;6,9;48,1;269,3
2014;09;14;1117;56914;40620;0;-0,4;-4,2;5,5;6,9;52,6;265,1
2014;09;14;1118;56914;40680;0;-0,2;-3,5;6,0;6,9;59,9;266,2
2014;09;14;1119;56914;40740;0;0,1;-3,3;6,0;6,9;61,6;272,4
2014;09;14;1120;56914;40800;0;-1,0;-3,7;5,7;6,9;56,1;254,9
2014;09;14;1121;56914;40860;0;-0,6;-1,9;6,6;6,9;73,4;253,5
2014;09;14;1122;56914;40920;0;-0,3;-1,4;6,7;6,8;78,2;259,6
2014;09;14;1123;56914;40980;0;-0,3;-1,4;6,6;6,8;77,6;256,8
2014;09;14;1124;56914;41040;0;-0,4;-1,3;6,6;6,8;78,2;252,7
2014;09;14;1125;56914;41100;0;-0,5;-0,5;6,6;6,7;83,5;223,8
2014;09;14;1126;56914;41160;0;-0,1;3,5;5,9;6,9;59,6;90,8
2014;09;14;1127;56914;41220;0;-0,1;2,8;6,2;6,8;65,3;92,0
2014;09;14;1128;56914;41280;0;0,0;2,3;6,4;6,8;70,1;89,6
2014;09;14;1129;56914;41340;0;-0,2;1,8;6,5;6,7;74,3;95,1
2014;09;14;1130;56914;41400;0;0,0;1,7;6,4;6,7;75,2;89,8
2014;09;14;1131;56914;41460;0;-0,4;2,4;6,3;6,8;69,2;99,6
2014;09;14;1132;56914;41520;0;-0,6;2,5;6,3;6,8;67,9;102,8
2014;09;14;1133;56914;41580;0;-0,8;2,7;6,2;6,8;65,3;106,6
2014;09;14;1134;56914;41640;0;-0,3;1,4;6,5;6,7;77,8;100,8
2014;09;14;1135;56914;41700;0;-0,3;0,5;6,8;6,9;85,4;121,4
2014;09;14;1136;56914;41760;0;-0,8;1,3;6,7;6,9;77,5;121,2
2014;09;14;1137;56914;41820;0;-0,1;1,8;6,6;6,8;74,9;92,9
2014;09;14;1138;56914;41880;0;0,1;2,4;6,4;6,8;69,1;87,9
2014;09;14;1139;56914;41940;0;-0,3;1,4;6,8;6,9;77,9;100,6
2014;09;14;1140;56914;42000;0;-0,2;2,1;6,6;7,0;72,5;96,0
2014;09;14;1141;56914;42060;0;-0,6;2,1;6,7;7,0;71,9;105,3
2014;09;14;1142;56914;42120;0;-0,5;2,4;6,6;7,0;69,1;102,4
2014;09;14;1143;56914;42180;0;-0,3;4,2;5,6;7,0;52,7;93,9
2014;09;14;1144;56914;42240;0;-0,4;4,8;5,2;7,0;47,2;95,2
2014;09;14;1145;56914;42300;0;-0,6;4,0;5,7;7,0;54,8;98,0
2014;09;14;1146;56914;42360;0;-0,6;3,6;6,0;7,0;59,0;99,2
2014;09;14;1147;56914;42420;0;-0,5;3,7;5,9;7,0;57,7;97,8
2014;09;14;1148;56914;42480;0;-0,7;4,2;5,5;7,0;52,3;99,3
2014;09;14;1149;56914;42540;0;-0,1;5,7;4,0;6,9;35,0;90,8
2014;09;14;1150;56914;42600;0;0,1;4,9;4,8;6,9;44,8;88,4
2014;09;14;1151;56914;42660;0;0,2;5,0;4,7;6,8;43,5;87,4
2014;09;14;1152;56914;42720;0;-0,3;4,1;5,4;6,8;52,3;94,3
2014;09;14;1153;56914;42780;0;-0,4;3,9;5,5;6,7;54,3;95,7
2014;09;14;1154;56914;42840;0;-0,1;4,6;5,0;6,8;47,5;90,9
2014;09;14;1155;56914;42900;0;0,1;5,0;4,6;6,8;42,7;89,3
2014;09;14;1156;56914;42960;0;-0,1;4,8;4,7;6,7;44,4;91,8
2014;09;14;1157;56914;43020;0;-0,9;3,7;5,6;6,8;55,9;103,1
2014;09;14;1158;56914;43080;0;-1,0;3,4;5,8;6,8;58,4;106,2
2014;09;14;1159;56914;43140;0;-0,4;3,2;5,9;6,7;61,5;97,1
2014;09;14;1200;56914;43200;0;-0,3;3,1;5,9;6,7;62,1;95,7
2014;09;14;1201;56914;43260;0;0,1;2,9;6,0;6,7;63,9;88,0
2014;09;14;1202;56914;43320;0;0,3;2,5;6,2;6,7;68,1;83,9
2014;09;14;1203;56914;43380;0;0,5;2,1;6,3;6,7;71,2;76,0
2014;09;14;1204;56914;43440;0;0,5;1,8;6,4;6,7;74,0;75,0
2014;09;14;1205;56914;43500;0;0,3;1,6;6,4;6,6;75,5;78,5
2014;09;14;1206;56914;43560;0;0,0;2,7;6,1;6,6;66,2;89,3
2014;09;14;1207;56914;43620;0;-0,1;2,2;6,3;6,6;70,6;91,9
2014;09;14;1208;56914;43680;0;0,3;1,0;6,5;6,6;81,0;72,3
2014;09;14;1209;56914;43740;0;0,4;1,3;6,4;6,5;78,0;73,8
2014;09;14;1210;56914;43800;0;0,4;1,7;6,3;6,6;74,8;75,1
2014;09;14;1211;56914;43860;0;0,4;1,6;6,3;6,5;75,0;76,6
2014;09;14;1212;56914;43920;0;0,6;2,0;6,2;6,5;71,8;73,5
2014;09;14;1213;56914;43980;0;0,6;1,9;6,1;6,4;71,6;74,0
2014;09;14;1214;56914;44040;0;1,7;1,2;6,1;6,4;70,9;34,5
2014;09;14;1215;56914;44100;0;2,3;0,7;5,8;6,3;67,8;16,5
2014;09;14;1216;56914;44160;0;2,2;0,6;5,7;6,1;67,6;15,8
2014;09;14;1217;56914;44220;0;2,0;0,7;5,8;6,2;70,3;19,1
2014;09;14;1218;56914;44280;0;1,4;1,7;5,9;6,3;69,5;49,5
2014;09;14;1219;56914;44340;0;1,5;1,8;5,8;6,3;67,7;50,4
2014;09;14;1220;56914;44400;0;0,7;2,5;5,8;6,4;65,9;74,8
2014;09;14;1221;56914;44460;0;0,2;2,7;5,9;6,5;65,7;85,7
2014;09;14;1222;56914;44520;0;0,4;2,8;5,8;6,4;63,5;81,6
2014;09;14;1223;56914;44580;0;0,7;2,7;5,8;6,4;64,6;75,2
2014;09;14;1224;56914;44640;0;0,5;2,3;6,0;6,5;68,3;78,9
2014;09;14;1225;56914;44700;0;-0,0;2,0;6,1;6,5;71,6;91,3
2014;09;14;1226;56914;44760;0;-0,1;2,0;6,2;6,5;72,4;91,8
2014;09;14;1227;56914;44820;0;-0,1;2,0;6,2;6,5;72,3;92,4
2014;09;14;1228;56914;44880;0;-0,6;2,0;6,2;6,5;71,4;106,6
2014;09;14;1229;56914;44940;0;-0,3;1,9;6,2;6,5;72,7;99,7
2014;09;14;1230;56914;45000;0;-0,4;1,9;6,2;6,5;73,0;102,3
2014;09;14;1231;56914;45060;0;-0,2;1,9;6,2;6,5;72,9;96,1
2014;09;14;1232;56914;45120;0;-0,5;1,9;6,2;6,5;72,1;104,1
2014;09;14;1233;56914;45180;0;-0,3;1,8;6,2;6,5;73,3;98,0
2014;09;14;1234;56914;45240;0;-0,5;1,8;6,2;6,5;73,5;105,6
2014;09;14;1235;56914;45300;0;-0,8;2,1;6,1;6,5;70,3;110,6
2014;09;14;1236;56914;45360;0;-1,0;2,4;6,0;6,5;66,4;111,6
2014;09;14;1237;56914;45420;0;-0,6;2,3;6,1;6,5;68,2;104,3
2014;09;14;1238;56914;45480;0;-0,7;1,6;6,2;6,5;74,2;113,5
2014;09;14;1239;56914;45540;0;-0,3;2,0;6,1;6,4;71,7;97,8
2014;09;14;1240;56914;45600;0;0,0;1,6;6,2;6,4;75,6;88,6
2014;09;14;1241;56914;45660;0;0,2;1,5;6,2;6,3;76,5;81,0
2014;09;14;1242;56914;45720;0;0,4;1,2;6,1;6,3;78,1;73,4
2014;09;14;1243;56914;45780;0;0,5;0,5;6,2;6,2;83,6;44,9
2014;09;14;1244;56914;45840;0;0,5;0,7;6,1;6,2;82,0;57,1
2014;09;14;1245;56914;45900;0;0,8;-0,3;6,0;6,1;81,8;341,5
2014;09;14;1246;56914;45960;0;1,0;-0,4;6,0;6,1;80,0;338,2
2014;09;14;1247;56914;46020;0;0,2;0,9;5,9;6,0;81,3;77,8
2014;09;14;1248;56914;46080;0;-0,9;2,4;5,8;6,4;66,1;109,6
2014;09;14;1249;56914;46140;0;0,9;0,4;5,8;5,8;80,6;25,9
2014;09;14;1250;56914;46200;0;1,0;0,1;5,8;5,8;79,7;7,3
2014;09;14;1251;56914;46260;0;0,9;0,7;5,8;5,9;79,0;39,6
2014;09;14;1252;56914;46320;0;1,3;1,6;5,5;5,9;69,0;50,5
2014;09;14;1253;56914;46380;0;0,9;0,8;5,8;6,0;78,1;41,6
2014;09;14;1254;56914;46440;0;-0,0;1,1;5,9;6,0;79,1;92,3
2014;09;14;1255;56914;46500;0;0,2;0,9;5,9;6,0;81,4;79,8
2014;09;14;1256;56914;46560;0;-0,0;0,7;5,9;5,9;83,3;90,9
2014;09;14;1257;56914;46620;0;0,5;-0,1;5,9;5,9;84,7;352,0
2014;09;14;1258;56914;46680;0;0,5;-0,0;5,9;5,9;85,6;356,4
2014;09;14;1259;56914;46740;0;0,3;0,1;5,9;5,9;86,7;13,0
2014;09;14;1300;56914;46800;0;0,5;-0,1;5,9;5,9;84,9;345,9
2014;09;14;1301;56914;46860;0;0,7;-0,1;5,9;5,9;83,5;351,1
2014;09;14;1302;56914;46920;0;0,5;-0,1;5,8;5,8;85,3;353,3
2014;09;14;1303;56914;46980;0;0,4;0,3;5,9;5,9;84,9;36,8
2014;09;14;1304;56914;47040;0;-0,0;0,5;5,9;5,9;85,3;90,5
2014;09;14;1305;56914;47100;0;0,3;0,5;5,9;5,9;84,7;61,4
2014;09;14;1306;56914;47160;0;0,8;0,3;5,8;5,8;81,8;22,9
2014;09;14;1307;56914;47220;0;0,8;0,1;5,6;5,7;81,5;7,0
2014;09;14;1308;56914;47280;0;1,3;-0,8;5,6;5,8;74,9;329,4
2014;09;14;1309;56914;47340;0;1,4;-0,8;5,6;5,8;74,1;329,3
2014;09;14;1310;56914;47400;0;1,3;-1,1;5,6;5,8;72,8;319,3
2014;09;14;1311;56914;47460;0;1,4;-0,9;5,5;5,8;73,1;327,0
